StaffId;TeamId;First Name;Last Name;Nick Name;Date Of Birth;Birthcity;Birthstate;Nationality_One;Nationality_Two;Nationality_Three;Retired
3034;-1;Florian;Tournier;;1955-12-18;Vaires-sur-Marne;ÎLE;France;;;1
3035;-1;Tyson;Berisha;;1957-6-13;St. Albert;AB;Canada;;;1
3036;-1;Artyom;Verzun;;1979-8-30;Nizhny Tagil;SVE;Russia;;;0
3037;-1;Jaroslaw;Marcol;;1959-10-25;Zory;SLA;Poland;;;1
3038;-1;Eric;Johnson;;1959-12-4;Champaign;IL;The United States;;;1
3039;-1;Vitaly;Solovyov;;1961-3-30;Yuzhnouralsk;CHE;Russia;;;1
3040;-1;Vladimir;Navara;;1964-11-18;Grigoropolisskaya;STA;Russia;;;0
3041;-1;Andrew;Brown;;1976-6-27;Grand Bank;NL;Canada;;;0
3042;-1;Maurice;Mason;;1952-9-14;Ardmore;PA;The United States;;;1
3043;-1;Dietrich;Hoffmann;;1971-11-7;Dortmund;NOR;Germany;;;0
3044;3;Helmut;Rohde;;1961-3-4;Nuremberg;BAV;Germany;;;0
3045;100;Wes;Talbert;;1975-12-12;Ocean City;NJ;The United States;;;0
3046;-1;Adam;Baker;;1981-2-6;Toronto;ON;Canada;;;0
3047;-1;Yevgeny;Gach;;1965-6-16;Rezh;SVE;Russia;;;0
3048;101;James;Whiteley;;1956-6-16;Dollard-des-Ormeaux;QC;Canada;;;0
3049;15;Yan;Zhizhao;;1958-5-30;Chengdu;SIC;China;;;0
3050;101;Allan;Yellowbird;;1971-9-6;Kindersley;SK;Canada;;;0
3051;30;Ctirad;Tiser;;1952-1-30;Bor;PLZ;Czech Republic;;;0
3052;31;Nikita;Levachev;;1962-11-28;Turtas;TYU;Russia;;;0
3053;-1;Charles;Maltais;;1965-12-11;Kirkland;QC;Canada;;;0
3054;-1;Ivan;Yelizavetin;;1980-10-28;Kameshkovo;VLA;Russia;;;0
3055;-1;Oleksandr;Zhuk;;1953-1-30;Makiyivka;DON;Ukraine;;;1
3056;-1;Cameron;Tanski;;1975-2-10;Saanich;BC;Canada;;;0
3057;105;Pierre-Yves;Lafrenière;;1959-3-26;Quebec City;QC;Canada;;;0
3058;-1;Ma;Jingsheng;;1967-10-1;Caocheng;SHA;China;;;0
3059;-1;Dale;Massey;;1952-9-7;Centennial;CO;The United States;;;1
3060;28;Aleksey;Kremzer;;1962-6-29;Volgograd;VOL;Russia;;;0
3061;42;Avery;Muller;;1968-3-8;Raleigh;NC;The United States;;;0
3062;-1;Lukas;Tomas;;1975-6-6;Rokytnice nad Jizerou;LIB;Czech Republic;;;0
3063;-1;Charles-Antoine;Giroux;;1953-7-27;Notre-Dame-de-l'Île-Perrot;QC;Canada;;;1
3064;-1;Vasyl;Danchenko;;1962-10-26;St. Petersburg;SAI;Russia;;;0
3065;-1;Allan;McCurry;;1961-2-5;Little Current;ON;Canada;;;1
3066;-1;Sergey;Gutsevich;;1970-3-22;Moscow;MOS;Russia;;;0
3067;110;Marcus;Keefe;;1968-3-9;Winnipeg;MB;Canada;;;0
3068;38;Sean;Dollfuss;;1966-8-17;Monroe Township (Middlesex County);NJ;The United States;;;0
3069;112;Austin;Turmel;;1980-12-2;Airdrie;AB;Canada;;;0
3070;-1;Felix;Schuhmann;;1970-4-10;Krefeld;NOR;Germany;;;0
3071;15;Daniel;Gault;;1967-10-19;Darwin;NT;Australia;;;0
3072;-1;Jeff;Kobelka;;1970-4-25;Cambridge;ON;Canada;;;0
3073;-1;Sergey;Poplavsky;;1971-8-23;Vladimir;VLA;Russia;;;0
3074;12;Dominique;Asselin;;1975-12-27;Rimouski;QC;Canada;;;0
3075;-1;Aleksandr;Dobrolovsky;;1970-4-22;Vladimir;VLA;Russia;;;0
3076;-1;Fred;Perry;;1955-6-25;Boulder;CO;The United States;;;1
3077;119;Brennan;Tyler;;1981-8-8;Lively;ON;Canada;;;0
3078;-1;Dmitry;Palmov;;1976-10-29;Petrodvorets;SAI;Russia;;;0
3079;41;Steve;Stephenson;;1961-2-4;Reno;NV;The United States;;;0
3080;75;Liu;Rongcai;;1961-6-5;Zhuozhou;HEB;China;;;0
3081;120;Gabriel;Plante;;1968-7-5;Trois-Rivières;QC;Canada;;;0
3082;-1;Aleksandr;Madayev;;1970-5-21;Nizhny Novgorod;NIZ;Russia;;;0
3083;-1;Reginald;Walters;;1970-7-4;Chicago;IL;The United States;;;0
3084;1;Aleksandr;Otletov;;1967-12-4;Moscow;MOS;Russia;;;0
3085;-1;Aleksey;Ursul;;1975-10-18;Demidov;SMO;Russia;;;0
3086;-1;Zach;McCutcheon;;1962-11-28;Ottawa;ON;Canada;;;1
3087;79;Curt;Bertrand;;1963-7-9;Toronto;ON;Canada;;;0
3088;83;Drake;Lynch;;1973-5-20;Pulaski;WI;The United States;;;0
3089;74;Eric;Gabbard;;1960-3-7;Clute;TX;The United States;;;0
3090;13;Peter;DiFruscio;;1964-6-12;Calgary;AB;Canada;;;0
3091;-1;Yevgeny;Daich;;1971-12-17;Vladivostok;PRI;Russia;;;0
3092;98;Micah;McGovern;;1971-9-26;Toronto;ON;Canada;;;0
3093;-1;Hanno;Braun;;1968-10-16;Selbitz;BAV;Germany;;;0
3094;-1;Dmitry;Kozhevnikov;;1970-3-22;Khomutovo;IRK;Russia;;;0
3095;32;Louis-Joseph;Tremblay;;1977-3-22;Senneterre;QC;Canada;;;0
3096;-1;Sergey;Shpengler;;1976-11-14;Khadyzhensk;KRA;Russia;;;0
3097;-1;Nikolay;Shaparenko;;1968-8-22;Omsk;OMS;Russia;;;0
3098;74;Leevi;Ström;;1967-6-13;Rautalampi;NSA;Finland;;;0
3099;-1;Kirill;Udovitsky;;1975-11-27;Syzran;SAM;Russia;;;0
3100;-1;Ralph;Rogers;;1964-6-19;Rossmoor;CA;The United States;;;0
3101;-1;Mikhail;Lebedev;;1981-4-30;Cherepovets;VOL;Russia;;;0
3102;-1;Chance;Arnold;;1952-8-3;Oxford;MA;The United States;;;1
3103;46;Jesse;Buiskool;;1953-5-12;Clarington;ON;Canada;;;0
3104;-1;Denis;Chasovodov;;1976-7-14;Omsk;OMS;Russia;;;0
3105;47;Yuriy;Mishnyev;;1967-5-12;Makiyivka;DON;Ukraine;;;0
3106;80;Igor;Gismeyev;;1957-8-30;Nizhnekamsk;TAT;Russia;;;0
3107;-1;Artyom;Ryabchuk;;1959-2-3;St. Petersburg;SAI;Russia;;;1
3108;80;Albin;Sjöberg;;1963-3-5;Sundbyberg;STO;Sweden;;;0
3109;-1;Edgar;Coles;;1974-12-27;Laguna Hills;CA;The United States;;;0
3110;-1;Maksim;Telyakov;;1972-11-14;Lyantor;KHA;Russia;;;0
3111;-1;Martin;Leo;;1980-9-29;Kumla;ÖRE;Sweden;;;0
3112;-1;Aleksandr;Vikhrov;;1974-3-30;Oktyabrskoye;NOR;Russia;;;0
3113;-1;Sergey;Michurin;;1960-4-17;St. Petersburg;SAI;Russia;;;1
3114;50;Aleksandr;Anglichaninov;;1963-11-29;Shigony;SAM;Russia;;;0
3115;-1;Jim;Roskilly;;1979-1-11;Ann Arbor;MI;The United States;;;0
3116;-1;Aleksey;Sadriyev;;1953-10-16;Yekaterinburg;SVE;Russia;;;1
3117;-1;Sergey;Vitashevsky;;1975-5-3;Ukhta;KOM;Russia;;;0
3118;16;Shawn;Payne;;1977-12-31;Plymouth;MA;The United States;;;0
3119;16;Ernest;DeVoe;;1970-9-12;Aiea;HI;The United States;;;0
3120;16;Carroll;Rodgers;;1971-7-18;Mission Viejo;CA;The United States;;;0
3121;16;Chris;Isgar;;1977-6-20;Forestville;MD;The United States;;;0
3122;16;Dave;Hansen;;1961-7-27;Middleville;MI;The United States;;;0
3123;-1;Jeremy;Nahdee;;1972-2-27;Ottawa;ON;Canada;;;0
3124;-1;Tyler;Engbar;;1981-7-8;Smithville;ON;Canada;;;0
3125;17;Nick;Crow;;1970-2-18;Halifax;NS;Canada;;;0
3126;107;Wayne;Strobl;;1977-6-20;Surrey;BC;Canada;;;0
3127;17;Yanis;Benoît;;1974-1-11;Vancouver;BC;Canada;;;0
3128;113;Cory;Lawrence;;1969-12-8;Toronto;ON;Canada;;;0
3129;-1;Cole;Laughren;;1963-7-19;Sturgeon Falls;ON;Canada;;;0
3130;-1;Brock;Pollard;;1965-4-24;Edmonton;AB;Canada;;;0
3131;-1;Mike;Grosvenor;;1960-11-17;Oshawa;ON;Canada;;;1
3132;-1;Mike;Laskoski;;1978-5-7;Toronto;ON;Canada;;;0
3133;62;Matt;Corrente;;1963-6-23;Vancouver;BC;Canada;;;0
3134;62;Jared;Skupinska;;1970-5-7;Toronto;ON;Canada;;;0
3135;-1;Mark;Paterson;;1970-3-17;Edmonton;AB;Canada;;;0
3136;-1;Corey;Lauder;;1967-12-30;Sturgis;SK;Canada;;;0
3137;-1;Patrick;Small;;1958-3-27;Halton Hills;ON;Canada;;;1
3138;-1;Stephane;Gubb;;1972-1-27;Oakville;ON;Canada;;;0
3139;-1;Chris;McDonald;;1960-10-10;Wallaceburg;ON;Canada;;;1
3140;62;Tanner;Paul;;1974-7-12;Whitehorse;YT;Canada;;;0
3141;-1;Jon;McMahon;;1973-1-30;Mount Airy;NC;The United States;;;0
3142;54;Sean;Welch;;1982-11-4;North Sea;NY;The United States;;;0
3143;65;Mitch;Woods;;1973-10-2;Niagara Falls;ON;Canada;;;0
3144;-1;Mathew;Taylor;;1957-10-21;Malartic;QC;Canada;;;1
3145;39;Sergio;Martinez;;1980-6-29;Livonia;MI;The United States;;;0
3146;-1;Ryan;Cumiskey;;1981-11-28;Haldimand County;ON;Canada;;;0
3147;-1;Brenden;Beaton;;1964-5-20;Ste. Anne;MB;Canada;;;0
3148;-1;Gordie;Schmidt;;1961-10-16;Loyalist;ON;Canada;;;1
3149;-1;Devon;Hicks;;1982-8-8;Quebec City;QC;Canada;;;0
3150;-1;Nathan;Moffat;;1966-3-21;Toronto;ON;Canada;;;0
3151;32;Brandon;Johnas;;1979-7-31;Mississauga;ON;Canada;;;0
3152;77;Alexandre;Joncas;;1966-3-13;Shawinigan;QC;Canada;;;0
3153;-1;Marc-André;Biron;;1957-3-22;Rawdon;QC;Canada;;;1
3154;106;Trent;Hays;;1971-12-25;Calgary;AB;Canada;;;0
3155;-1;Cole;Zimmerman;;1958-3-11;London;ON;Canada;;;1
3156;-1;Mitchell;Dorowicz;;1959-9-11;Valley East;ON;Canada;;;1
3157;103;David;Gaulton;;1968-4-10;Mississauga;ON;Canada;;;0
3158;-1;Anders;Nilsson;;1990-3-19;Luleå;NOR;Sweden;;;0
3159;-1;Jesse;Wilms;;1990-2-12;Winnipeg;MB;Canada;;;0
3160;11;Henry;Leasure;;1965-4-20;Wood River;IL;The United States;;;0
3161;11;Eddy;Simpson;;1969-10-24;West Allis;WI;The United States;;;0
3162;51;Zheng;Anfa;;1953-3-13;Beijing;BEI;China;;;0
3163;12;Eric;Collick;;1958-4-19;New York;NY;The United States;;;0
3164;-1;Dmitry;Klemeshov;;1969-3-29;Leninsk-Kuznetskiy;KEM;Russia;;;0
3165;-1;Alyaksandr;Lastowski;;1955-1-5;Kamin-Kashyrskyy;VOL;Ukraine;;;1
3166;54;Liu;Hao;;1960-10-6;Huadian;JIL;China;;;0
3167;-1;Eduard;Manylov;;1973-10-19;Nakhabino;MOS;Russia;;;0
3168;-1;Wang;Kunzhuo;;1973-5-22;Harbin;HEI;China;;;0
3169;-1;Stanislav;Oblak;;1964-4-22;Uporovo;TYU;Russia;;;0
3170;99;Erik;Landry;;1965-8-27;Houston;TX;The United States;;;0
3171;-1;Anton;Ugolnikov;;1953-2-7;Mezhyrich;DNI;Ukraine;;;1
3172;-1;Yeom;U-seong;;1975-11-30;Changwon;GYE;South Korea;;;0
3173;-1;Bruce;Horrocks;;1979-8-19;Southington;CT;The United States;;;0
3174;-1;Stanislav;Khalyavin;;1953-7-4;Usinsk;KOM;Russia;;;1
3175;-1;Veselin;Angelov;;1966-2-26;Svistov;VEL;Bulgaria;;;0
3176;-1;Hubert;Redmayne;;1976-9-23;Lincolnton;NC;The United States;;;0
3177;-1;Arseny;Vasilyev;;1971-7-23;Murmansk;MUR;Russia;;;0
3178;-1;Bernard;Arch;;1977-10-8;Aitkin;MN;The United States;;;0
3179;-1;Nathan;Wilberfoss;;1982-8-23;Pearland;TX;The United States;;;0
3180;-1;Mattias;Aamisepp;;1982-9-10;Tallinn;HAR;Estonia;;;0
3181;-1;Artyom;Zhulyabin;;1976-3-3;Izhevsk;UDM;Russia;;;0
3182;-1;Csongor;Szekeres;;1970-1-25;Velké Rovné;ZIL;Slovakia;;;0
3183;-1;Dirk;Hensel;;1955-3-5;Dassow;MEC;Germany;;;1
3184;104;Kadir;Ates;;1965-7-31;Gebze;KOC;Turkey;;;0
3185;-1;Paul;Holtzman;;1973-7-25;Corryton;TN;The United States;;;0
3186;56;James;Cameron;;1982-9-6;Birmingham;AL;The United States;;;0
3187;-1;Aleksandr;Shiksatdarov;;1973-4-30;Nizhny Novgorod;NIZ;Russia;;;0
3188;-1;Grant;Schultz;;1960-7-28;Toronto;ON;Canada;;;1
3189;-1;Kirill;Zhmotov;;1972-7-9;Pavlovskiy Posad;MOS;Russia;;;0
3190;108;Li;Guoyi;;1961-4-1;Lanzhou;GAN;China;;;0
3191;-1;Aleksandr;Veretennikov;;1966-7-14;Uinskoye;PER;Russia;;;0
3192;-1;Thomas;Locher;;1979-8-14;Sirnach;TG;Switzerland;;;0
3193;-1;Sergey;Paseko;;1958-10-2;Orsk;ORE;Russia;;;1
3194;21;Brenden;Scott;;1961-11-23;Winnipeg;MB;Canada;;;0
3195;-1;Daniel;McDonald;;1981-7-8;Dumont;NJ;The United States;;;0
3196;39;Leonard;Andrews;;1960-11-11;Bossier City;LA;The United States;;;0
3197;-1;Bob;Torchia;;1977-2-4;Toronto;ON;Canada;;;0
3198;-1;Rhys;Regier;;1973-2-12;Calgary;AB;Canada;;;0
3199;-1;Jason;Audet;;1958-12-17;Châteauguay;QC;Canada;;;1
3200;-1;Adrian;Röder;;1980-3-17;Marktbergel;BAV;Germany;;;0
3201;42;Michal;Cech;;1960-12-31;Bystrice pod Hostýnem;ZLN;Czech Republic;;;0
3202;-1;Grigory;Kastryulin;;1955-12-7;Nur-Sultan;AKM;Kazakhstan;;;1
3203;-1;Steve;Meyers;;1970-10-19;Topeka;KS;The United States;;;0
3204;64;Cody;Saxton;;1961-4-19;Kelowna;BC;Canada;;;0
3205;-1;Al;Gardner;;1955-3-25;Newton;IA;The United States;;;1
3206;-1;Kalevi;Puumalainen;;1965-4-1;Tampere;PIR;Finland;;;0
3207;-1;Dmitry;Yefremenko;;1981-3-6;Podgorodnyaya Pokrovka;ORE;Russia;;;0
3208;-1;Dennis;Klein;;1967-7-11;Schwerte;NOR;Germany;;;0
3209;14;Han;Yongan;;1963-9-15;Tanggu;TIA;China;;;0
3210;-1;Liu;Zongze;;1975-7-10;Shenyang;LIA;China;;;0
3211;-1;Radik;Garipov;;1969-12-2;Kazan;TAT;Russia;;;0
3212;-1;Chris;Duffy;;1982-1-27;Buffalo;NY;The United States;;;0
3213;-1;Ben;McIntosh;;1966-4-15;Washington;OH;The United States;;;0
3214;-1;Harutyun;Hovhannisyan;;1953-10-23;Verkhnyaya Sinyachikha;SVE;Russia;;;1
3215;-1;Marsel;Yanbayev;;1977-5-27;Togliatti;SAM;Russia;;;0
3216;-1;Aleksandr;Selikhov;;1964-1-10;Yoshkar-Ola;MAR;Russia;;;0
3217;-1;Liu;Xianwei;;1981-3-23;Shanghai;SHA;China;;;0
3218;8;Hasan;Agabayov;;1966-5-14;Tatsinskaya;ROS;Russia;;;0
3219;30;Nicholas;Borzi;;1966-7-19;Rimini;EMI;Italy;;;0
3220;31;Artyom;Radulov;;1955-3-31;Goryachiy Klyuch;KRA;Russia;;;0
3221;15;Jim;Tucker;;1978-6-20;Charlotte;NC;The United States;;;0
3222;-1;Zhang;Yuanjian;;1972-10-11;Longfeng;HEI;China;;;0
3223;95;Kodie;Clairmont;;1974-3-24;Burnaby;BC;Canada;;;0
3224;-1;Dominik;Krenn;;1980-2-12;Vienna;WIE;Austria;;;0
3225;-1;Maksim;Yelakov;;1956-12-26;Rostov-na-Donu;ROS;Russia;;;1
3226;80;Ralph;Duncan;;1966-11-5;Dighton;KS;The United States;;;0
3227;-1;Patrik;Wagner;;1969-4-22;Cheb;KAR;Czech Republic;;;0
3228;-1;Daniel;Veit;;1954-11-7;Selb;BAV;Germany;;;1
3229;-1;Gary;Boswell;;1978-2-6;Frankfort;KY;The United States;;;0
3230;-1;Beat;Kaiser;;1971-12-16;Zurich;ZH;Switzerland;;;0
3231;-1;José;Guzman;;1979-4-3;Baraboo;WI;The United States;;;0
3232;32;Anthony;Scantlebury;;1958-3-25;New York;NY;The United States;;;0
3233;-1;Alec;Kegley;;1955-8-15;Camden;NJ;The United States;;;1
3234;-1;Fred;Maier;;1974-5-18;Oldenburg;LOW;Germany;;;0
3235;-1;Aleksandr;Scherbatov;;1970-5-20;Staryy Oskol;BEL;Russia;;;0
3236;-1;Devin;Neiland;;1974-6-21;Phoenix;AZ;The United States;;;0
3237;-1;Vyacheslav;Pagayev;;1972-3-13;Perm;PER;Russia;;;0
3238;-1;Brian;Lawlor;;1960-3-4;Milwaukee;WI;The United States;;;1
3239;32;Benjamin;Fernandez;;1965-2-3;Yzeure;AUV;France;;;0
3240;33;Torben;Larsen;;1960-10-16;Haderslev;SøN;Denmark;;;0
3241;103;Paul;Jackson;;1976-12-28;Burlington;ON;Canada;;;0
3242;35;Sergiy;Makarenko;;1957-10-3;Verkhivtseve;DNI;Ukraine;;;0
3243;29;Damon;Stonehouse;;1956-12-27;Pelham;AL;The United States;;;0
3244;-1;Alexander;Svensson;;1982-7-14;Tierp;UPP;Sweden;;;0
3245;-1;Jason;Robertson;;1974-11-2;Carol City;FL;The United States;;;0
3246;27;Giosuè;Forni;;1962-10-16;Vicenza;VEN;Italy;;;0
3247;64;Julien;Dupuy;;1968-6-30;Paris;ÎLE;France;;;0
3248;-1;Cole;Weimer;;1955-3-23;Welland;ON;Canada;;;1
3249;-1;Roy;Stafford;;1982-4-24;Peoria;IL;The United States;;;0
3250;-1;Daniil;Karshev;;1974-1-24;Moscow;MOS;Russia;;;0
3251;-1;Kuma;Rankauskas;;1963-4-4;Kalamazoo;MI;The United States;;;0
3252;-1;Thomas;Brennan;;1974-11-23;Surrey;BC;Canada;;;0
3253;115;Devin;Briggs;;1974-7-27;Toronto;ON;Canada;;;0
3254;-1;Ryan;Rogers;;1969-11-21;Columbia;PA;The United States;;;0
3255;13;Pedro;Rangel;;1963-3-7;Valparaiso;IN;The United States;;;0
3256;-1;Wolfgang;Prader;;1972-11-14;Turin;PIE;Italy;;;0
3257;-1;Flynn;Hammond;;1958-5-3;Arlington;TX;The United States;;;1
3258;-1;Ben;Kirzinger;;1975-9-12;Ottawa;ON;Canada;;;0
3259;-1;Ethan;Ketlo;;1967-3-20;Springwater;ON;Canada;;;0
3260;69;Igor;Kostolomov;;1957-6-1;Krasnokamsk;PER;Russia;;;0
3261;-1;Matt;Guentzel;;1956-1-17;Tempe;AZ;The United States;;;1
3262;42;Brody;Huntly;;1958-5-1;Augusta;ME;The United States;;;0
3263;-1;Ivan;Omelichev;;1980-3-18;Kaliningrad;KAL;Russia;;;0
3264;-1;Åke;Asplund;;1968-5-22;Malmö;SKå;Sweden;;;0
3265;-1;Matt;Arthur;;1977-3-23;Winnipeg;MB;Canada;;;0
3266;-1;Brad;Huras;;1968-5-4;Hamilton;ON;Canada;;;0
3267;-1;John;Burton;;1969-5-20;Bristol;RI;The United States;;;0
3268;102;Taylor;Gehon;;1980-4-10;Brampton;ON;Canada;;;0
3269;-1;Henry;Thompson;;1973-11-6;Jacksonville;FL;The United States;;;0
3270;-1;Denis;Misikov;;1960-5-10;Kislovodsk;STA;Russia;;;1
3271;43;Vasily;Ivanov;;1959-10-9;Chelyabinsk;CHE;Russia;;;0
3272;-1;Roman;Pasechnik;;1976-5-14;Novosibirsk;NOV;Russia;;;0
3273;46;Musa;Dayanov;;1966-11-24;Iglino;BAS;Russia;;;0
3274;-1;Iván;Rodriguez;;1953-5-12;New York;NY;The United States;;;1
3275;52;Filip;Bashlakov;;1956-6-19;Oktyabrskiy;VOL;Russia;;;0
3276;107;Kevin;Hackney;;1965-6-29;North Versailles;PA;The United States;;;0
3277;28;Brúnó;Laczynski;;1976-3-14;Raleigh;NC;The United States;;;0
3278;-1;Wesley;Holland;;1981-5-14;Greeley;CO;The United States;;;0
3279;-1;Dave;Strand;;1955-11-24;Hamilton;ON;Canada;;;1
3280;96;Marvin;Rankin;;1958-1-6;Philadelphia;PA;The United States;;;0
3281;-1;Mike;Norton;;1976-5-9;Toronto;ON;Canada;;;0
3282;-1;Shi;Nan;;1961-10-13;Maoming;GUA;China;;;1
3283;89;Joé;Laramée;;1978-9-10;Toronto;ON;Canada;;;0
3284;119;Owen;Snoeren;;1959-1-27;Ekangala;MPU;South Africa;;;0
3285;90;Matt;Hall;;1972-8-5;Hamilton;ON;Canada;;;0
3286;1;Zagidulla;Ramazanov;;1962-5-18;Taganrog;ROS;Russia;;;0
3287;-1;Andrey;Masloboyev;;1965-1-23;Novyy Chirkey;DAG;Russia;;;0
3288;-1;Tanner;Johnsen;;1974-2-4;Edmonton;AB;Canada;;;0
3289;-1;Budi;Rais;;1958-1-16;Donggongon;SAB;Malaysia;;;1
3290;-1;Syarhey;Haravoy;;1974-4-11;Dimitrovgrad;ULY;Russia;;;0
3291;-1;Tomás;Pavlik;;1963-11-24;Marianské Lazne;KAR;Czech Republic;;;0
3292;-1;Artyom;Miterev;;1976-6-26;Elkhotovo;NOR;Russia;;;0
3293;-1;Niclas;Diekmann;;1978-1-17;Hamburg;HAM;Germany;;;0
3294;-1;Siegmar;Schmitz;;1965-2-21;Sailauf;BAV;Germany;;;0
3295;-1;Denny;McFarland;;1978-5-12;Cedar Hill;TX;The United States;;;0
3296;-1;Mike;Johnston;;1967-8-22;Oak Creek;WI;The United States;;;0
3297;-1;Stewart;Hilliard;;1972-1-2;Cape Girardeau;MO;The United States;;;0
3298;-1;Patriks;Vacietis;;1978-7-31;Kuldiga;KUL;Latvia;;;0
3299;-1;Taras;Maklyukov;;1970-3-22;Karaganda;KAR;Kazakhstan;;;0
3300;-1;Syarhey;Fastaw;;1982-9-15;Minsk;MIN;Belarus;;;0
3301;-1;Veli;Jämsen;;1982-3-20;Vantaa;UUS;Finland;;;0
3302;-1;Kamal;Mahmudov;;1961-4-20;Zelenograd;MOS;Russia;;;1
3303;-1;Levi;Jakazom;;1981-2-23;Toronto;ON;Canada;;;0
3304;-1;Ivano;Balestra;;1976-2-1;Serravalle Pistoiese;TUS;Italy;;;0
3305;28;Stephan;Jobke;;1954-2-7;Toronto;ON;Canada;;;0
3306;-1;Florent;Chevalier;;1975-7-3;Grenoble;RHô;France;;;0
3307;-1;Vladimir;Michkov;;1980-7-2;Donetsk;DON;Ukraine;;;0
3308;-1;Xu;Yijing;;1979-11-12;Shanghai;SHA;China;;;0
3309;-1;Artyom;Korolyuk;;1979-1-19;Lipetsk;LIP;Russia;;;0
3310;-1;Millard;Johnston;;1978-4-20;Chicago;IL;The United States;;;0
3311;75;Keaton;Norrish;;1971-3-18;Digby;NS;Canada;;;0
3312;-1;Preston;Genovese;;1956-12-3;St. Catharines;ON;Canada;;;1
3313;51;Dyson;Battershill;;1959-9-14;Sarnia;ON;Canada;;;0
3314;1;Dan;Gordaneer;;1960-9-18;St. Albert;AB;Canada;;;0
3315;1;Maxim;Allard;;1970-5-19;Quebec City;QC;Canada;;;0
3316;-1;Chad;Norton;;1954-7-29;Espanola;ON;Canada;;;1
3317;-1;Nathan;Collins;;1954-6-8;Winkler;MB;Canada;;;1
3318;-1;Josh;Rosales;;1980-6-25;Barrie;ON;Canada;;;0
3319;1;Pier-Luc;Gagné;;1981-5-6;Montreal;QC;Canada;;;0
3320;1;Wes;Scott;;1972-4-28;Kelowna;BC;Canada;;;0
3321;20;George;Craig;;1962-1-7;Atascadero;CA;The United States;;;0
3322;116;Ryan;Cheevers;;1954-2-11;St. Catharines;ON;Canada;;;0
3323;105;Gabriel;Jean;;1970-3-29;Montreal;QC;Canada;;;0
3324;67;Cody;Smith;;1975-12-29;Edmonton;AB;Canada;;;0
3325;-1;Michael;Champlin;;1978-10-15;Boston;MA;The United States;;;0
3326;79;Luis;Arreola;;1982-10-23;Lake Telemark;NJ;The United States;;;0
3327;-1;Spenser;Laderoute;;1971-5-18;Halifax;NS;Canada;;;0
3328;-1;Pat;Hollick;;1967-12-10;Abbotsford;BC;Canada;;;0
3329;114;Jean-Michel;Guérin;;1981-12-27;Richmond Hill;ON;Canada;;;0
3330;-1;Arnold;Hale;;1963-6-23;Los Angeles;CA;The United States;;;0
3331;-1;Ryan;Reed;;1971-5-18;Milford Mill;MD;The United States;;;0
3332;-1;Daryl;Koenig;;1974-6-29;Altadena;CA;The United States;;;0
3333;-1;Arthur;Dupre;;1970-11-6;New Port Richey East;FL;The United States;;;0
3334;93;Étienne;Dugas;;1976-10-15;Rimouski;QC;Canada;;;0
3335;-1;Andrew;Devereaux;;1976-4-16;Port Perry;ON;Canada;;;0
3336;-1;Ronin;Tsujiura;;1977-5-18;Red Lake;ON;Canada;;;0
3337;-1;Dustin;Weir;;1966-2-16;Ottawa;ON;Canada;;;0
3338;-1;Brock;Holm;;1960-4-23;Edmonton;AB;Canada;;;0
3339;89;Mark;Sunday;;1978-12-20;Mississauga;ON;Canada;;;0
3340;-1;Braden;Sugarhead;;1957-4-25;Sudbury;ON;Canada;;;1
3341;-1;Tyler;Merra;;1970-7-3;Calgary;AB;Canada;;;0
3342;42;Buddy;Boyd;;1981-11-26;Kingston;MA;The United States;;;0
3343;109;Chad;Larson;;1961-11-8;Fredericton;NB;Canada;;;0
3344;115;Brock;Garrioch;;1963-2-9;Halton Hills;ON;Canada;;;0
3345;65;Dominic;Girard;;1979-12-7;Quebec City;QC;Canada;;;0
3346;-1;Jake;Allen;The Snake;1990-8-7;Fredericton;NB;Canada;;;0
3347;-1;Ruslan;Mokeyev;;1990-8-20;Petropavlovsk-Kamchatskiy;KAM;Russia;;;0
3348;19;Dan;Humphrey;;1956-6-3;College Station;TX;The United States;;;0
3349;-1;Aleksey;Guryev;;1980-4-28;Chelyabinsk;CHE;Russia;;;0
3350;10;Max;Snow;;1972-12-28;San Diego;CA;The United States;;;0
3351;25;Jake;Warner;;1964-10-4;East Orange;NJ;The United States;;;0
3352;5;Desi;West;;1957-10-17;Newton;NH;The United States;;;0
3353;-1;Jérémy;Bodin;;1976-2-13;La Charité-sur-Loire;BUR;France;;;0
3354;101;Étienne;Colas;;1967-7-7;Saint-Léger-lès-Domart;PIC;France;;;0
3355;-1;Zhan;Pengxiang;;1975-10-1;Linshu;SHA;China;;;0
3356;-1;Horst;Heyer;;1969-6-8;Kamen;NOR;Germany;;;0
3357;-1;Mehmet Emin;Simsek;;1977-10-14;Ankara;ANK;Turkey;;;0
3358;-1;Chris;Lucas;;1979-3-6;DeKalb;IL;The United States;;;0
3359;11;Gao;Chunyu;;1967-3-27;Xining;QIN;China;;;0
3360;21;Jeff;Lester;;1960-10-12;Santa Rosa;CA;The United States;;;0
3361;-1;Ray;O'Toole;;1973-11-21;Indianapolis;IN;The United States;;;0
3362;24;Eric;Quane;;1983-9-22;Omaha;NE;The United States;;;0
3363;-1;Rob;Bartram;;1974-12-18;Mesa;AZ;The United States;;;0
3364;-1;Ed;McClendon;;1974-10-14;Crystal;MN;The United States;;;0
3365;11;Aleksandr;Dakhin;;1956-6-28;Orenburg;ORE;Russia;;;0
